receipt_id,company_id,matched_transaction_id,feature_transaction_id,DateMappingMatch,AmountMappingMatch,DescriptionMatch,DifferentPredictedTime,TimeMappingMatch,PredictedNameMatch,ShortNameMatch,DifferentPredictedDate,PredictedAmountMatch,PredictedTimeCloseMatch,is_match
"10,007",10000,"10,360","10,360",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"10,007",10000,"10,360","10,361",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,009",10000,"10,484","10,469",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,470",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,471",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,472",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,473",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,474",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,477",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,478",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,479",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,482",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,009",10000,"10,484","10,483",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,009",10000,"10,484","10,484",0.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"10,009",10000,"10,484","10,655",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,656",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,657",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,009",10000,"10,484","10,658",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,009",10000,"10,484","10,659",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,010",10000,"10,405","10,385",0.0,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,010",10000,"10,405","10,390",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,010",10000,"10,405","10,391",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,010",10000,"10,405","10,392",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,010",10000,"10,405","10,399",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,010",10000,"10,405","10,400",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,010",10000,"10,405","10,402",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,010",10000,"10,405","10,403",0.95,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,010",10000,"10,405","10,404",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,010",10000,"10,405","10,405",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"10,011",10000,"10,659","10,469",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,470",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,471",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,472",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,473",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,474",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,477",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,478",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,479",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,482",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,011",10000,"10,659","10,483",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,011",10000,"10,659","10,484",0.65,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,011",10000,"10,659","10,655",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,656",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,657",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,011",10000,"10,659","10,658",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,011",10000,"10,659","10,659",0.95,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,1.0,1
"10,012",10000,"10,256","10,250",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,012",10000,"10,256","10,255",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"10,012",10000,"10,256","10,256",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"10,012",10000,"10,256","10,257",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"10,012",10000,"10,256","10,520",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,012",10000,"10,256","10,521",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,012",10000,"10,256","10,523",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,012",10000,"10,256","10,524",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,012",10000,"10,256","10,525",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
"10,012",10000,"10,256","10,529",0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"10,014",10000,"10,650","10,177",0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,014",10000,"10,650","10,645",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,014",10000,"10,650","10,646",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,014",10000,"10,650","10,647",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,014",10000,"10,650","10,648",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,014",10000,"10,650","10,649",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,014",10000,"10,650","10,650",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"10,015",10000,"10,713","10,711",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,015",10000,"10,713","10,712",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,015",10000,"10,713","10,713",0.95,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
"10,015",10000,"10,713","10,714",0.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"10,017",10000,"10,504","10,504",0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
"10,017",10000,"10,504","10,505",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"10,018",10000,"10,400","10,384",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,385",0.0,0.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,386",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,387",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,388",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,389",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,390",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,391",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,392",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,018",10000,"10,400","10,399",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"10,018",10000,"10,400","10,400",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"10,018",10000,"10,400","10,402",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,019",10000,"10,649","10,145",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,019",10000,"10,649","10,146",0.0,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,019",10000,"10,649","10,147",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
"10,019",10000,"10,649","10,151",0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,019",10000,"10,649","10,644",0.0,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,019",10000,"10,649","10,645",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,019",10000,"10,649","10,646",0.0,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,019",10000,"10,649","10,647",0.0,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,019",10000,"10,649","10,648",0.0,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,019",10000,"10,649","10,649",0.85,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"10,020",10000,"10,683","10,677",0.0,0.0,0.0,1.0,0.0,0.8,1.0,1.0,0.0,1.0,0
"10,020",10000,"10,683","10,678",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,020",10000,"10,683","10,679",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,020",10000,"10,683","10,680",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
"10,020",10000,"10,683","10,681",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,020",10000,"10,683","10,682",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,020",10000,"10,683","10,683",0.95,0.0,0.0,0.0,1.0,0.8,1.0,0.0,0.0,1.0,1
"10,020",10000,"10,683","10,684",0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
"10,021",10000,"10,112","10,108",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,021",10000,"10,112","10,109",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,021",10000,"10,112","10,110",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,021",10000,"10,112","10,112",0.95,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,1
"10,021",10000,"10,112","10,113",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,021",10000,"10,112","10,114",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,022",10000,"10,404","10,385",0.0,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
"10,022",10000,"10,404","10,390",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,022",10000,"10,404","10,391",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,022",10000,"10,404","10,392",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,022",10000,"10,404","10,399",0.0,0.0,0.0,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0
"10,022",10000,"10,404","10,400",0.0,0.0,0.0,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0
"10,022",10000,"10,404","10,402",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,022",10000,"10,404","10,403",0.95,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,1.0,0
"10,022",10000,"10,404","10,404",0.95,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,1
"10,022",10000,"10,404","10,405",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,023",10000,"10,255","10,250",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,023",10000,"10,255","10,255",0.95,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,1
"10,023",10000,"10,255","10,256",0.95,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0
"10,023",10000,"10,255","10,257",0.95,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0
"10,023",10000,"10,255","10,520",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,023",10000,"10,255","10,521",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,023",10000,"10,255","10,523",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,023",10000,"10,255","10,524",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,023",10000,"10,255","10,525",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,023",10000,"10,255","10,529",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"10,024",10000,"10,332","10,320",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,321",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,322",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,323",0.0,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,324",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,325",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,326",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,327",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,328",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
"10,024",10000,"10,332","10,329",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,330",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,331",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,024",10000,"10,332","10,332",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"10,024",10000,"10,332","10,418",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,419",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,420",0.0,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,421",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,422",0.0,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,424",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,425",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,426",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,024",10000,"10,332","10,428",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,025",10000,"10,324","10,324",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"10,026",10000,"10,508","10,504",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,026",10000,"10,508","10,505",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,026",10000,"10,508","10,506",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,026",10000,"10,508","10,507",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"10,026",10000,"10,508","10,508",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"10,026",10000,"10,508","10,509",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,026",10000,"10,508","10,510",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,028",10000,"10,279","10,264",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,265",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,266",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,267",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,268",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,269",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,270",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,275",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,276",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,028",10000,"10,279","10,277",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,028",10000,"10,279","10,278",0.85,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,028",10000,"10,279","10,279",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"10,028",10000,"10,279","10,280",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,028",10000,"10,279","10,281",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,029",10000,"10,574","10,572",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
"10,029",10000,"10,574","10,573",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,029",10000,"10,574","10,574",0.85,0.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
"10,030",10000,"10,676","10,672",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,030",10000,"10,676","10,673",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
"10,030",10000,"10,676","10,674",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
"10,030",10000,"10,676","10,675",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"10,030",10000,"10,676","10,676",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"10,031",10000,"10,561","10,548",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,549",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,550",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,551",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,552",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,553",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,554",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,555",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,556",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"10,031",10000,"10,561","10,557",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
